,2017 Pop,2017 Unmarried Women,High School Graduate,Unemployment,Percent Under the Poverty lavel,Mean Income,Sex Ratio,Mean Age,zip code tabulation area
25416,29016,5.8,5.7,5.7,36.4,93107,110.8,24.7,80302
25417,4632,57.0,22.2,2.9,5.1,99737,113.8,44.7,80422
25418,10204,0.0,14.3,5.1,11.6,100062,121.3,35.5,80424
25419,452,0.0,39.0,5.3,2.7,56810,131.8,37.7,80805
25420,1166,0.0,30.9,11.1,16.4,55255,110.1,38.1,80810
25421,844,-666666666.0,24.4,0.0,9.1,90216,82.3,60.3,80820
25422,3597,0.0,61.2,5.2,14.4,63277,263.7,37.1,80828
25423,224,-666666666.0,49.7,6.9,17.9,40642,105.5,55.3,80834
25424,15879,41.2,16.0,9.0,21.2,60954,104.8,33.9,80903
25425,28508,12.3,18.0,5.0,5.8,95468,99.2,31.5,80922
25426,9694,7.5,21.6,5.2,3.5,88080,112.4,28.3,80925
25427,32419,17.9,13.4,4.7,5.0,113790,98.4,43.9,80122
25428,601,-666666666.0,2.6,7.3,3.3,97049,125.1,60.0,80481
25429,1112,4.3,26.9,4.7,9.4,79559,106.3,41.9,80648
25430,19121,0.0,13.7,2.8,6.4,136026,102.4,43.7,80403
25431,903,-666666666.0,35.4,10.5,17.2,85163,102.9,38.4,80420
25432,26,-666666666.0,100.0,0.0,15.4,20920,73.3,56.2,80434
25433,4335,-666666666.0,27.9,4.2,4.8,81711,128.3,46.1,80446
25434,1549,-666666666.0,13.4,0.0,4.9,90843,100.1,62.6,80447
25435,1073,0.0,37.1,9.6,9.9,81123,88.6,34.6,80451
25436,7319,31.3,33.3,5.5,12.9,60539,120.3,39.0,80461
25437,52339,22.9,20.2,5.9,6.4,104827,97.0,37.6,80504
25438,9605,25.7,17.3,2.9,10.7,78466,87.0,57.9,80517
25439,1561,0.0,30.3,0.0,10.0,71260,115.6,36.8,80520
25440,20681,15.3,11.7,3.8,5.7,126136,100.2,36.0,80528
25441,73,-666666666.0,44.1,0.0,0.0,37009,247.6,39.6,80426
25442,8480,29.5,16.0,4.0,4.4,121139,108.7,47.0,80433
25443,512,-666666666.0,32.3,0.0,8.0,70401,100.0,45.3,80436
25444,24284,16.9,11.2,4.7,5.6,134722,98.9,47.9,80439
25445,3395,0.0,22.9,4.5,1.7,111646,92.6,47.5,80470
25446,4,-666666666.0,0.0,0.0,0.0,-999999999,100.0,-666666666.0,80473
25447,1625,0.0,21.5,3.7,32.7,73316,111.3,42.4,80478
25448,33811,18.6,13.1,4.6,7.6,120670,94.5,41.9,80503
25449,36768,25.7,15.3,8.3,31.9,63407,99.6,23.1,80521
25450,683,-666666666.0,26.6,1.9,6.4,85959,123.9,65.2,80545
25451,3384,51.1,32.5,6.2,14.0,71036,114.2,33.6,80610
25452,480,0.0,36.1,0.0,10.6,81504,73.3,47.2,80612
25453,4808,63.2,34.4,10.8,12.5,78388,92.9,37.7,80645
25454,2688,27.3,32.1,5.0,12.5,64340,91.7,42.4,80654
25455,2880,13.5,37.4,4.8,11.3,58827,105.3,38.1,80720
25456,288,-666666666.0,40.4,0.0,18.4,48650,89.5,43.6,80721
25457,374,-666666666.0,38.1,3.7,6.7,55183,196.8,34.5,80722
25458,1368,0.0,25.4,4.8,10.9,56682,105.7,41.7,80731
25459,447,0.0,24.5,2.1,7.7,73595,96.9,44.6,80733
25460,27541,24.8,10.4,5.8,8.3,110364,87.7,44.3,80919
25461,36475,27.1,28.4,5.3,12.3,69061,94.5,32.3,80017
25462,19185,4.6,14.7,3.1,5.3,152101,97.5,44.8,80121
25463,1574,-666666666.0,42.5,2.3,6.4,144277,172.8,27.3,80137
25464,24237,18.2,6.2,3.2,9.2,115958,96.2,36.5,80206
25465,2734,0.0,35.0,3.4,8.1,90649,109.3,43.9,80103
25466,801,-666666666.0,33.9,0.0,5.7,60320,120.7,56.1,80449
25467,293,0.0,53.1,5.6,10.2,55380,122.0,60.3,80649
25468,659,-666666666.0,27.4,0.0,12.7,70993,130.4,57.0,80827
25469,48995,38.5,20.2,7.2,10.2,79984,99.5,33.8,80918
25470,29681,3.1,10.2,3.0,2.4,131648,102.8,38.9,80129
25471,17311,0.0,2.4,2.4,2.8,154271,97.9,35.3,80238
25472,4648,0.0,10.9,6.0,5.8,93043,109.8,27.7,80951
25473,3128,0.0,8.0,12.0,0.5,108403,107.4,33.7,80927
25474,422,-666666666.0,17.3,10.6,0.0,83453,177.6,43.3,80453
25475,401,-666666666.0,29.3,4.7,10.5,56795,117.9,56.1,80438
25476,372,-666666666.0,38.2,0.0,13.7,88313,104.4,63.6,80468
25477,10674,47.2,22.6,2.5,4.7,100905,107.3,34.4,80549
25478,5835,13.0,32.1,5.9,8.7,72801,94.0,42.2,80808
25479,25700,0.0,9.6,3.5,3.2,176384,98.8,40.7,80108
25480,64,-666666666.0,39.1,8.3,3.1,79704,178.3,69.6,80746
25481,228,-666666666.0,23.7,8.1,5.3,69173,119.2,36.2,80622
25482,146,-666666666.0,0.0,0.0,0.0,127921,92.1,50.8,80477
25483,4201,0.0,25.3,3.3,4.6,70292,95.9,45.8,80443
25484,1135,-666666666.0,22.5,9.5,6.4,82207,141.0,47.3,80515
25485,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,80419
25486,150,-666666666.0,0.0,0.0,64.7,-666666666,219.1,32.3,80511
25487,420,-666666666.0,17.4,0.0,0.0,133041,292.5,21.5,80914
25488,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,80471
25489,28329,11.5,22.7,5.0,18.9,56371,89.1,36.7,80247
25490,22446,39.0,20.0,7.1,13.4,125268,93.1,39.8,80113
25491,17462,9.8,5.9,6.0,13.1,122147,110.1,35.5,80305
25492,6935,-666666666.0,0.0,12.4,72.8,14543,122.1,19.4,80310
25493,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,80290
25494,730,-666666666.0,12.8,0.0,13.0,98909,86.2,55.5,80428
25495,33077,4.4,20.1,2.6,2.9,122053,94.0,37.0,80602
25496,265,-666666666.0,29.7,5.4,14.7,71159,110.3,42.8,80131
25497,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,80939
25498,33,-666666666.0,0.0,0.0,0.0,-999999999,-666666666.0,-666666666.0,80475
25499,161,-666666666.0,0.0,0.0,0.0,-999999999,-666666666.0,34.0,80488
25500,208,-666666666.0,22.2,7.8,14.9,65010,94.4,38.7,80824
25501,6296,0.0,15.7,3.6,3.4,140063,91.2,49.1,80118
25502,21427,21.2,12.3,3.4,1.6,141954,100.2,35.3,80109
25503,8087,25.5,10.5,6.7,4.4,128281,96.8,33.9,80924
25504,268,-666666666.0,41.7,0.0,13.8,60344,88.7,59.4,83632
25505,6832,91.7,21.3,2.6,8.8,77142,99.7,46.4,83638
25506,104,-666666666.0,47.2,0.0,5.8,50344,89.1,64.8,83643
25507,4569,66.0,24.1,9.6,16.5,73592,99.4,33.9,83110
25508,37224,19.4,24.1,6.1,18.6,62654,99.4,31.8,83201
25509,297,-666666666.0,45.5,7.8,33.3,36040,103.4,37.0,83203
25510,2055,32.7,35.7,13.9,15.4,54213,105.9,53.5,83612
25511,1405,20.0,37.4,8.6,24.0,53573,109.7,43.4,83213
25512,519,0.0,29.8,7.7,6.9,61799,94.4,27.6,83232
25513,1086,0.0,23.3,2.1,23.2,70489,92.2,30.3,83237
25514,2201,14.3,29.5,2.4,10.3,71755,103.6,47.4,83245
25515,1385,0.0,31.9,0.7,11.8,76274,86.7,41.7,83250
25516,813,25.0,31.3,3.2,18.5,69522,102.7,22.6,83311
25517,2811,-666666666.0,38.5,10.8,17.7,48726,102.1,47.6,83332
25518,1786,0.0,24.6,5.2,19.7,63228,107.4,39.2,83335
25519,7765,22.0,28.5,5.9,8.9,70894,105.3,33.5,83341
25520,1340,0.0,30.6,6.7,8.2,63188,113.4,39.1,83342
25521,2956,46.9,34.8,5.7,8.5,59601,104.4,41.3,83347
25522,342,100.0,25.7,0.0,55.3,62923,84.9,51.3,83348
25523,1353,0.0,19.0,8.7,14.0,82654,168.5,53.7,83353
25524,418,0.0,30.9,0.0,10.5,68061,77.1,37.5,83425
25525,2033,28.0,24.9,3.3,4.0,75723,102.3,26.1,83427
25526,1147,92.3,30.8,5.7,24.3,41100,130.8,42.1,83444
25527,5110,0.0,17.7,4.9,9.2,66312,105.1,38.9,83455
25528,77,-666666666.0,62.3,0.0,20.8,64040,71.1,62.4,83463
25529,896,66.7,41.3,7.4,17.4,66139,105.0,43.0,83524
25530,209,-666666666.0,31.2,6.4,2.9,61854,85.0,47.8,83533
25531,4343,63.3,37.1,9.7,23.9,42711,96.2,48.4,83536
25532,1094,12.9,34.4,8.7,8.0,68787,109.2,49.7,83537
25533,553,0.0,33.6,6.1,15.4,49313,130.4,48.0,83546
25534,243,-666666666.0,66.1,10.1,13.2,32198,122.9,64.3,83547
25535,7805,58.8,35.2,4.5,13.0,66377,92.9,35.6,83619
25536,1684,83.3,28.0,4.2,19.0,57933,87.1,34.3,83626
25537,517,0.0,25.2,10.5,8.1,55414,105.2,42.8,83633
25538,27846,17.3,36.2,3.8,13.2,70034,147.2,32.4,83634
25539,178,-666666666.0,0.0,0.0,22.5,48357,87.4,26.9,83012
25540,552,0.0,21.8,2.4,4.0,62369,103.7,25.9,83111
25541,130,-666666666.0,30.1,9.9,3.1,74939,116.7,50.5,83124
25542,38,-666666666.0,5.3,0.0,39.5,34600,111.1,57.8,83215
25543,135,0.0,32.2,0.0,8.1,68005,98.5,54.2,83220
25544,20979,35.2,25.5,4.8,5.5,82207,87.8,44.2,83835
25545,3089,50.0,29.9,8.3,15.4,52051,102.3,41.8,83837
25546,1893,0.0,42.2,1.9,16.0,52066,82.0,37.4,83845
25547,249,-666666666.0,23.2,0.0,10.8,33984,88.6,49.8,83848
25548,14414,0.0,28.8,5.9,9.9,74295,97.2,42.3,83858
25549,6141,0.0,26.2,4.7,9.4,70393,101.6,51.0,83860
25550,4766,7.5,38.4,8.2,16.4,67062,101.4,47.4,83869
25551,1722,64.3,39.0,8.9,10.2,53224,102.1,50.7,83629
25552,797,100.0,33.6,2.6,15.9,60738,87.1,53.6,83645
25553,3070,0.0,20.7,7.2,5.1,49212,125.6,22.5,83648
25554,6566,61.0,29.3,7.9,15.6,60066,92.8,39.1,83660
25555,19,-666666666.0,100.0,-666666666.0,0.0,-999999999,216.7,-666666666.0,83677
25556,47041,30.7,32.2,6.4,15.4,59930,101.1,34.6,83686
25557,6215,55.6,30.8,10.3,13.6,64412,116.2,45.5,83801
25558,893,0.0,43.3,0.9,4.1,117839,94.6,50.1,83810
25559,123,0.0,45.3,22.9,8.1,35454,112.1,64.8,83827
25560,835,-666666666.0,39.2,5.9,7.3,38030,89.3,40.0,83830
25561,1531,13.3,21.6,3.5,9.7,75198,95.5,38.5,83832
25562,812,0.0,13.8,6.1,10.6,64185,103.5,60.4,83836
25563,286,-666666666.0,39.5,10.6,7.3,51263,127.0,58.8,83841
25564,26335,29.0,12.5,7.2,27.4,54822,106.8,26.9,83843
25565,876,32.4,38.9,11.5,29.2,47460,91.3,34.1,83846
25566,4511,46.1,37.9,5.9,15.4,62256,97.8,35.3,83676
25567,40793,40.1,28.2,4.9,12.8,60676,94.2,36.1,83704
25568,22893,20.4,22.4,3.0,9.2,87442,95.9,37.2,83404
25569,289,-666666666.0,7.2,0.0,23.9,55444,381.7,26.8,83424
25570,561,100.0,33.9,0.0,2.0,65035,92.8,22.0,83435
25571,1052,0.0,38.7,1.3,11.6,58746,95.5,40.6,83443
25572,197,-666666666.0,41.8,6.5,0.0,58364,80.7,52.6,83449
25573,41,-666666666.0,34.1,-666666666.0,0.0,-999999999,105.0,74.5,83469
25574,303,-666666666.0,27.7,7.2,14.2,38430,138.6,68.4,83525
25575,359,0.0,45.4,1.5,5.0,58236,128.7,45.3,83526
25576,780,22.2,28.2,4.4,7.0,78739,116.1,42.4,83543
25577,1261,0.0,31.4,9.3,19.5,59908,97.6,57.3,83615
25578,530,-666666666.0,29.9,7.1,15.5,42779,80.9,58.7,83627
25579,631,-666666666.0,48.1,6.4,9.4,44955,107.6,38.5,83656
25580,9754,32.4,35.7,7.3,16.6,58470,112.4,42.9,83661
25581,9856,0.0,22.7,2.2,8.8,79194,95.5,35.9,83669
25582,1950,0.0,45.4,12.3,11.7,52160,94.2,47.8,83849
25583,1468,0.0,36.6,5.2,12.3,54816,107.9,52.6,83654
25584,132,-666666666.0,34.3,0.0,14.4,51508,120.0,58.8,83808
25585,548,0.0,48.6,3.0,6.0,61715,78.5,39.1,83239
25586,22770,43.9,20.1,7.5,13.3,91390,94.1,31.3,92532
25587,43436,24.4,24.4,8.6,8.6,91553,94.4,31.2,92555
25588,48757,29.5,20.7,5.8,13.6,84151,96.2,36.9,92026
25589,44243,16.9,31.1,6.5,9.8,85942,101.9,38.8,92040
25590,49981,11.3,15.8,6.5,6.7,129925,94.6,40.1,92064
25591,49638,17.8,20.4,5.7,13.5,84483,98.4,33.9,92069
25592,1675,18.2,31.1,11.1,16.9,55697,99.9,61.2,92086
25593,81883,8.7,15.0,5.4,7.8,104893,105.2,34.1,92126
25594,54495,18.1,4.8,5.9,5.1,184053,100.3,38.1,92130
25595,44523,58.0,34.0,14.5,27.8,45215,96.6,30.8,92236
25596,3250,-666666666.0,27.9,10.1,15.4,57305,103.9,49.3,92256
25597,1970,66.7,33.3,22.7,29.7,42245,105.6,37.9,92283
25598,320,0.0,39.4,3.1,16.6,43384,137.0,41.8,92328
25599,5384,97.8,36.6,6.2,27.3,43554,102.9,41.0,92363
25600,27537,19.9,13.1,4.5,6.9,106871,100.5,41.9,92008
25601,2201,0.0,12.8,6.7,7.0,56084,112.9,59.7,92036
25602,19250,3.6,12.7,5.3,7.1,136760,108.1,37.8,92106
25603,21973,22.7,11.1,6.8,14.0,83018,106.1,31.5,92108
25604,49024,11.2,8.9,4.4,13.3,94491,111.6,31.2,92109
25605,4807,0.0,5.4,6.4,19.0,127609,120.1,30.9,92121
25606,50473,14.7,11.1,5.6,5.4,113831,89.4,43.5,92128
25607,27358,74.9,23.7,19.4,27.6,60967,91.1,32.4,92227
25608,8166,25.6,18.2,15.0,13.6,56824,92.9,27.7,92249
25609,1610,-666666666.0,39.7,17.7,43.0,30612,103.0,59.8,92257
25610,19664,32.2,18.4,9.0,18.3,77595,140.7,58.4,92264
25611,23978,23.0,26.9,15.1,23.9,50888,96.7,26.8,92277
25612,33347,58.8,26.0,17.1,38.3,45615,105.0,28.0,92301
25613,5255,75.0,23.9,4.7,15.8,71917,92.0,43.0,92315
25614,73379,37.5,25.6,9.6,27.6,53791,100.1,30.1,92105
25615,29796,29.0,10.4,5.2,10.0,99297,102.7,35.5,92107
25616,69635,25.9,26.5,11.7,15.9,75208,100.3,35.0,92114
25617,65704,36.2,18.1,8.0,27.4,66463,99.9,27.9,92115
25618,29392,7.8,15.8,5.7,9.4,112607,102.1,40.0,92120
25619,47331,0.0,7.4,5.2,21.8,93983,100.6,30.5,92122
25620,87218,35.2,26.0,10.8,13.5,73587,104.2,34.3,92154
25621,33016,45.2,31.5,12.1,23.7,52526,95.5,40.4,92220
25622,7653,14.9,34.0,18.7,36.4,47827,360.2,32.4,92233
25623,17298,17.2,27.1,15.3,37.5,40343,118.5,28.9,92274
25624,41442,52.3,31.8,13.8,18.7,62261,94.6,40.1,92308
25625,656,0.0,46.5,2.6,21.6,48507,100.0,30.4,92309
25626,36234,9.5,13.3,5.5,5.4,127635,87.6,42.8,93012
25627,60191,43.1,23.7,8.5,16.3,82714,101.2,32.1,93030
25628,1832,15.8,22.8,5.4,12.1,58798,87.5,34.9,93040
25629,16838,0.0,14.6,5.3,10.4,121183,105.3,44.4,93110
25630,24384,74.8,28.5,15.2,36.2,46152,220.3,34.6,93212
25631,889,100.0,31.5,10.1,44.1,42271,103.4,30.7,93218
25632,193,-666666666.0,20.9,32.8,28.0,51525,121.8,35.4,93260
25633,3014,100.0,20.2,29.8,50.6,32799,112.3,28.7,93261
25634,20710,65.3,31.4,12.6,25.5,58559,96.0,27.5,93263
25635,7045,85.8,26.1,15.7,44.5,50671,99.1,30.8,93267
25636,72918,47.2,28.5,8.1,21.9,63707,98.7,29.3,93274
25637,159,100.0,21.5,24.5,28.4,44718,123.9,32.0,93276
25638,33221,22.5,21.0,3.5,8.1,95093,101.0,38.7,93422
25639,44490,25.3,21.0,5.6,7.2,94341,88.7,39.5,93455
25640,30494,18.7,21.4,7.2,10.5,94987,94.0,39.7,93004
25641,37989,18.7,15.1,6.1,5.8,129122,93.8,38.1,93021
25642,33354,56.3,20.9,6.7,15.7,81396,101.5,36.2,93001
25643,16735,24.0,18.0,6.4,7.1,110016,97.2,43.9,93013
25644,24487,29.8,25.8,5.8,11.8,72405,102.4,30.4,93041
25645,32101,16.1,15.4,4.8,18.8,75344,102.2,32.5,93101
25646,2044,23.3,36.8,12.5,36.8,48798,114.9,25.6,93206
25647,7147,9.1,19.0,5.5,8.4,95201,109.7,41.5,93022
25648,1420,-666666666.0,26.0,3.6,17.6,71969,106.7,49.3,93222
25649,7028,26.9,14.8,11.5,42.9,33491,104.0,27.0,93234
25650,3352,75.9,21.5,12.9,27.8,60631,75.2,32.7,93242
25651,18487,18.1,26.1,10.3,34.0,47339,116.8,31.5,93247
25652,17595,14.7,15.9,9.3,11.6,87678,106.2,55.2,95959
25653,20637,50.9,28.5,13.5,25.2,52935,105.8,36.9,95965
25654,29583,51.6,29.8,9.6,22.9,55370,100.2,42.1,95966
25655,572,41.4,32.9,10.1,12.9,91736,96.6,49.8,95970
25656,36712,9.7,22.3,10.9,13.1,82466,100.3,39.0,95993
25657,28486,53.1,24.7,12.3,19.6,60915,91.8,37.4,95204
25658,564,-666666666.0,30.2,0.0,28.4,75201,83.1,41.0,95230
25659,4863,56.8,35.4,16.9,20.7,49860,218.9,33.1,95231
25660,1001,-666666666.0,21.3,19.8,9.3,53238,109.0,64.3,95246
25661,4546,78.3,18.3,7.9,10.7,92680,85.5,56.3,95247
25662,13707,69.1,23.6,13.8,20.7,58621,106.2,30.4,95315
25663,19,-666666666.0,52.6,0.0,0.0,-999999999,111.1,-666666666.0,95325
25664,9827,14.7,23.7,10.6,16.7,81287,83.9,33.8,95326
25665,4586,54.9,36.3,19.2,23.8,54210,90.8,31.3,95328
25666,20551,50.5,28.0,6.7,23.3,54825,91.6,35.0,95841
25667,4830,36.2,23.3,8.5,13.5,82810,99.4,32.6,95912
25668,672,-666666666.0,21.0,9.2,15.0,71325,124.0,60.3,95942
25669,33,-666666666.0,72.7,0.0,0.0,-999999999,312.5,67.1,95944
25670,10796,57.1,21.2,11.6,17.6,62746,95.7,35.6,95948
25671,461,0.0,8.6,12.2,11.3,43256,69.5,32.3,95950
25672,10553,80.6,24.3,9.0,20.7,75609,98.1,35.4,95953
25673,324,-666666666.0,21.9,24.4,8.4,81675,95.2,55.5,95956
25674,401,-666666666.0,39.9,14.6,7.5,86291,64.3,52.2,95983
25675,6050,46.2,23.0,4.5,13.3,78846,121.4,34.1,95987
25676,16804,17.4,18.1,9.2,17.9,69317,99.1,29.4,95334
25677,36700,25.2,28.3,9.1,8.3,90062,93.4,34.5,95337
25678,33032,32.1,24.7,7.7,12.8,96765,95.9,36.0,95356
25679,26726,32.6,32.2,11.1,16.3,77095,105.2,31.1,95363
25680,4227,-666666666.0,26.0,2.8,9.2,76909,108.9,51.2,95383
25681,564,-666666666.0,37.1,23.7,35.6,41186,122.0,16.5,95387
25682,46288,40.7,20.0,5.1,9.9,87557,103.0,37.8,95403
25683,26905,21.6,14.9,5.2,9.0,91693,85.4,51.0,95409
25684,15360,74.1,34.1,15.7,35.4,39427,105.9,38.5,95422
25685,3818,-666666666.0,31.0,15.8,26.6,48484,128.5,55.0,95423
25686,10571,24.5,21.2,4.5,8.4,85723,87.6,41.8,95425
25687,2190,66.7,35.5,20.4,29.3,44186,90.9,50.5,95454
25688,733,100.0,22.9,2.8,19.4,60197,71.3,62.3,95456
25689,587,100.0,31.1,17.3,15.3,66219,101.0,40.6,95459
25690,2634,77.8,36.7,11.0,34.5,46465,103.6,45.9,95464
25691,218,-666666666.0,27.3,0.0,0.0,56627,84.7,61.2,95493
25692,1497,16.7,24.1,11.5,20.7,59230,123.1,45.2,95525
25693,222,-666666666.0,48.1,13.4,23.4,36849,141.3,59.3,95526
25694,1228,100.0,33.0,14.7,33.9,42609,107.1,42.5,95548
25695,340,-666666666.0,19.6,3.5,22.1,61679,88.9,50.9,95555
25696,2253,0.0,11.3,8.2,12.1,77196,104.1,49.2,95570
25697,1449,-666666666.0,22.4,5.8,33.7,41492,135.6,40.5,95573
25698,147,-666666666.0,11.1,0.0,3.4,51461,177.4,38.8,95595
25699,41893,20.6,27.3,8.3,12.7,67656,90.8,38.3,95621
25700,3734,0.0,24.0,3.0,8.9,87003,101.6,50.1,95623
25701,70,-666666666.0,40.0,0.0,20.0,55064,133.3,54.9,95140
25702,1569,0.0,38.5,16.6,15.7,71352,96.1,39.8,95937
25703,695,45.8,35.5,25.0,37.6,43067,98.6,38.0,95939
25704,3063,59.6,24.4,2.6,16.9,52432,110.4,26.7,95951
25705,726,100.0,44.4,9.4,30.3,49384,123.4,36.8,95960
25706,729,75.0,42.4,9.2,38.8,61742,82.3,50.5,95979
25707,33,-666666666.0,52.4,0.0,0.0,-999999999,230.0,38.4,95981
25708,40959,33.9,26.9,11.8,20.5,60353,96.9,33.2,95991
25709,25195,0.0,10.5,4.9,7.7,118979,89.8,47.9,95003
25710,10639,61.1,25.9,9.8,16.6,63388,100.4,28.0,95012
25711,612,-666666666.0,14.3,7.3,5.4,97602,107.5,53.3,95017
25712,13075,0.0,6.2,5.1,3.8,263028,96.6,48.9,95030
25713,50210,13.9,17.1,4.8,6.6,144451,97.2,39.9,95037
25714,663,45.5,30.9,6.1,19.2,101527,94.4,50.1,95043
25715,4274,28.3,20.2,10.0,14.7,85610,94.3,46.0,95045
25716,38479,11.5,17.4,3.8,14.9,105775,107.2,33.6,95050
25717,15429,11.4,11.5,5.3,5.4,143300,100.0,42.1,95066
25718,37937,0.0,7.7,4.1,3.1,207635,99.8,45.8,95120
25719,66858,8.2,16.6,4.9,5.7,120704,96.5,37.7,95123
25720,436,-666666666.0,43.8,0.0,42.2,60950,50.3,36.7,95225
25721,4452,35.0,29.8,8.0,9.4,92564,103.9,47.7,95228
25722,26349,12.9,25.8,4.8,8.6,91621,92.5,42.5,95242
25723,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,95250
25724,3993,32.3,24.3,5.5,7.8,102490,102.7,51.0,95258
25725,38675,41.0,24.4,12.4,20.0,74487,106.8,32.1,95301
25726,7551,20.0,32.5,3.3,5.2,77670,88.8,39.6,95324
25727,20969,20.9,27.4,8.8,12.9,80072,103.2,33.1,95330
25728,1798,-666666666.0,22.9,23.3,11.7,70489,127.6,58.5,95346
25729,4795,69.7,13.2,19.1,28.5,44908,118.3,31.3,95365
25730,42398,39.6,28.6,12.8,20.3,61129,96.4,32.9,95380
25731,465,-666666666.0,24.0,15.6,1.5,57726,185.3,34.7,95385
25732,1397,13.3,18.1,7.4,15.3,75403,153.5,38.5,95389
25733,20994,12.8,16.5,5.7,7.6,101168,88.4,45.9,95405
25734,431,0.0,33.3,9.2,7.2,97007,105.2,39.7,95412
25735,238,-666666666.0,10.4,-666666666.0,60.4,-666666666,167.4,59.6,95431
25736,6227,0.0,18.6,6.2,13.0,86519,106.9,51.3,95436
25737,1889,41.0,20.9,3.3,11.8,104807,145.3,42.7,95441
25738,12016,0.0,29.3,11.7,20.3,65797,87.7,45.2,95451
25739,1151,-666666666.0,23.9,15.2,17.7,66936,131.6,54.6,95462
25740,6226,100.0,27.7,10.3,11.0,75296,98.1,39.3,95470
25741,30723,24.0,15.3,6.0,9.1,104257,95.5,50.4,95472
25742,31993,59.2,26.9,11.5,19.5,74869,94.6,37.4,95482
25743,1137,-666666666.0,2.5,0.0,0.0,95749,61.5,68.8,95497
25744,25215,49.2,27.1,7.7,18.8,65393,96.5,41.0,95503
25745,19328,45.0,19.7,8.2,15.7,70038,105.4,37.7,95519
25746,23092,41.3,31.9,9.4,22.8,56149,125.8,38.2,95531
25747,3112,0.0,31.8,2.0,12.4,70448,107.1,39.6,95536
25748,147,-666666666.0,31.3,0.0,0.0,-999999999,219.6,60.2,95537
25749,93,-666666666.0,29.1,0.0,65.6,-999999999,69.1,60.6,95559
25750,380,100.0,35.3,11.3,30.5,56326,146.8,33.7,95564
25751,415,-666666666.0,25.4,0.0,10.6,86610,186.2,59.0,95607
25752,61365,44.9,19.6,10.7,14.9,88713,84.8,43.4,95608
25753,4966,59.4,27.0,12.3,10.4,73687,104.4,46.5,95619
25754,65447,26.9,20.1,7.5,9.7,108520,98.5,36.8,95624
25755,3978,40.4,16.9,5.2,5.5,124544,114.9,39.7,95004
25756,26437,20.9,9.5,4.4,4.6,185870,100.5,44.2,95032
25757,47369,20.7,12.7,7.1,26.2,98069,98.5,35.6,95060
25758,31420,0.0,5.7,4.9,4.7,230833,97.5,49.0,95070
25759,1759,-666666666.0,5.2,3.8,21.1,143822,131.8,35.9,95113
25760,56243,28.3,25.8,8.5,16.3,73639,105.9,32.6,95116
25761,64836,42.8,28.5,11.8,24.7,56300,103.5,30.2,95206
25762,50653,61.4,27.0,12.0,23.4,57618,89.3,31.7,95207
25763,1080,50.0,20.1,10.0,16.1,59328,97.1,39.9,95369
25764,27680,35.2,28.1,7.2,14.4,79005,90.3,48.5,95370
25765,52371,25.4,29.9,8.2,11.3,83647,101.8,33.4,95376
25766,10568,41.3,27.2,17.7,22.0,68936,97.3,32.2,95386
25767,951,100.0,24.4,14.0,21.9,79701,96.5,51.7,95410
25768,90,-666666666.0,62.2,0.0,0.0,108737,130.8,59.6,95429
25769,4728,100.0,20.9,5.6,16.3,77075,117.5,50.9,95446
25770,10717,7.8,29.5,7.7,17.4,61818,86.3,50.5,95453
25771,1970,0.0,30.2,14.3,23.3,64721,82.4,36.0,95469
25772,630,-666666666.0,15.8,24.0,47.3,43328,125.8,37.2,95471
25773,1924,-666666666.0,33.9,13.7,13.4,59459,132.9,49.9,95310
25774,14981,16.1,33.2,6.4,9.8,82696,98.7,46.7,95252
25775,1764,-666666666.0,39.4,16.7,10.3,56552,89.9,62.6,95311
25776,2696,69.2,25.1,16.7,30.4,65414,105.3,35.1,95333
25777,11015,17.9,28.7,10.6,14.8,66384,102.0,51.0,95338
25778,624,100.0,19.6,30.9,30.8,48208,51.5,53.5,95345
25779,25090,35.8,29.0,15.3,22.4,61874,100.8,34.0,95354
25780,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,95364
25781,3616,0.0,24.4,6.9,13.1,66837,91.1,40.8,95379
25782,14114,53.4,26.8,19.7,22.9,57035,111.1,28.4,95388
25783,39229,36.0,21.7,7.0,14.1,84865,90.3,35.8,95401
25784,41797,18.1,26.9,8.4,15.5,66792,102.2,32.1,95407
25785,359,-666666666.0,38.8,9.5,0.0,69256,176.2,44.0,95417
25786,1531,-666666666.0,21.1,6.9,11.4,72857,129.5,50.9,95426
25787,203,-666666666.0,4.2,4.4,27.1,30538,99.0,60.1,95427
25788,2467,45.2,26.7,16.4,28.2,49675,120.3,34.6,95428
25789,489,-666666666.0,22.8,0.0,9.4,57577,139.7,62.1,95432
25790,14489,84.9,27.6,6.9,19.5,65517,101.5,45.7,95437
25791,311,-666666666.0,14.6,0.0,46.6,25526,122.1,51.7,95443
25792,50,-666666666.0,0.0,0.0,0.0,44024,42.9,68.5,95463
