,actual,cleared,data_year,offense,ori,state_abbr
3,0,0,2017,arson,NJ0132300,NJ
4,0,0,2017,arson,NJ0132400,NJ
5,0,0,2017,arson,NJ0132500,NJ
6,0,0,2017,arson,NJ0132600,NJ
7,0,0,2017,arson,NJ0132700,NJ
8,4,0,2017,arson,NJ0132800,NJ
9,0,0,2017,arson,NJ0132900,NJ
10,1,1,2017,arson,NJ0133000,NJ
11,1,1,2017,arson,NJ0133100,NJ
12,0,0,2017,arson,NJ0133300,NJ
13,1,0,2017,arson,NJ0133400,NJ
14,0,0,2017,arson,NJ0133500,NJ
15,0,0,2017,arson,NJ0133600,NJ
16,1,1,2017,arson,NJ0133700,NJ
17,0,0,2017,arson,NJ0133800,NJ
18,1,0,2017,arson,NJ0133900,NJ
19,0,0,2017,arson,NJ0134000,NJ
0,0,0,2017,arson,NJ0180300,NJ
1,0,0,2017,arson,NJ0180400,NJ
2,0,0,2017,arson,NJ0180500,NJ
3,0,0,2017,arson,NJ0180600,NJ
4,0,0,2017,arson,NJ0180700,NJ
5,7,0,2017,arson,NJ0180800,NJ
6,0,0,2017,arson,NJ0180900,NJ
7,2,0,2017,arson,NJ0181000,NJ
8,2,2,2017,arson,NJ0181100,NJ
9,0,0,2017,arson,NJ0181300,NJ
10,3,0,2017,arson,NJ0181400,NJ
11,0,0,2017,arson,NJ0181500,NJ
12,0,0,2017,arson,NJ0181600,NJ
13,0,0,2017,arson,NJ0181800,NJ
14,0,0,2017,arson,NJ0181900,NJ
15,0,0,2017,arson,NJ0182000,NJ
16,0,0,2017,arson,NJ0182100,NJ
17,0,0,2017,arson,NJ018SP00,NJ
18,0,0,2017,arson,NJ0190200,NJ
19,0,0,2017,arson,NJ0190400,NJ
0,0,0,2017,arson,NJ0026600,NJ
1,0,0,2017,arson,NJ0026700,NJ
2,0,0,2017,arson,NJ0026800,NJ
3,0,0,2017,arson,NJ0026900,NJ
4,0,0,2017,arson,NJ0027000,NJ
5,1,1,2017,arson,NJ002SP00,NJ
6,1,1,2017,arson,NJ0030200,NJ
7,0,0,2017,arson,NJ0030300,NJ
8,0,0,2017,arson,NJ0030400,NJ
9,0,0,2017,arson,NJ0030500,NJ
10,1,1,2017,arson,NJ0030600,NJ
11,0,0,2017,arson,NJ0030700,NJ
12,1,0,2017,arson,NJ0030800,NJ
13,0,0,2017,arson,NJ0030900,NJ
14,0,0,2017,arson,NJ0031000,NJ
15,0,0,2017,arson,NJ0031100,NJ
16,0,0,2017,arson,NJ0031200,NJ
17,3,0,2017,arson,NJ0031300,NJ
18,0,0,2017,arson,NJ0031500,NJ
19,6,1,2017,arson,NJ0031700,NJ
0,0,0,2017,arson,NJ0102100,NJ
1,1,0,2017,arson,NJ0102200,NJ
2,0,0,2017,arson,NJ0102400,NJ
3,8,1,2017,arson,NJ0102600,NJ
4,2,1,2017,arson,NJ010SP00,NJ
5,0,0,2017,arson,NJ0110000,NJ
6,0,0,2017,arson,NJ0110100,NJ
7,2,0,2017,arson,NJ0110200,NJ
8,3,0,2017,arson,NJ0110300,NJ
9,0,0,2017,arson,NJ0110400,NJ
10,0,0,2017,arson,NJ0110500,NJ
11,0,0,2017,arson,NJ0110600,NJ
12,2,1,2017,arson,NJ0110700,NJ
13,0,0,2017,arson,NJ0110800,NJ
14,3,1,2017,arson,NJ0111000,NJ
15,16,1,2017,arson,NJ0111100,NJ
16,0,0,2017,arson,NJ0111200,NJ
17,0,0,2017,arson,NJ0111300,NJ
18,5,4,2017,arson,NJ0111800,NJ
19,0,0,2017,arson,NJ0115000,NJ
0,0,0,2017,arson,NJ0170300,NJ
1,0,0,2017,arson,NJ0170400,NJ
2,0,0,2017,arson,NJ0170500,NJ
3,3,0,2017,arson,NJ0170800,NJ
4,0,0,2017,arson,NJ0171200,NJ
5,5,0,2017,arson,NJ0171300,NJ
6,0,0,2017,arson,NJ0171500,NJ
7,4,1,2017,arson,NJ017SP00,NJ
8,0,0,2017,arson,NJ0180000,NJ
9,0,0,2017,arson,NJ0180100,NJ
10,0,0,2017,arson,NJ0180200,NJ
11,0,0,2017,arson,NJ0180300,NJ
12,0,0,2017,arson,NJ0180400,NJ
13,0,0,2017,arson,NJ0180500,NJ
14,0,0,2017,arson,NJ0180600,NJ
15,0,0,2017,arson,NJ0180700,NJ
16,7,0,2017,arson,NJ0180800,NJ
17,0,0,2017,arson,NJ0180900,NJ
18,2,0,2017,arson,NJ0181000,NJ
19,2,2,2017,arson,NJ0181100,NJ
0,0,0,2017,arson,NJ0041300,NJ
1,0,0,2017,arson,NJ0041400,NJ
2,3,0,2017,arson,NJ0041500,NJ
3,1,0,2017,arson,NJ0041600,NJ
4,1,0,2017,arson,NJ0041700,NJ
5,0,0,2017,arson,NJ0041800,NJ
6,0,0,2017,arson,NJ0041900,NJ
7,1,0,2017,arson,NJ0042000,NJ
8,0,0,2017,arson,NJ0042100,NJ
9,8,2,2017,arson,NJ0042200,NJ
10,0,0,2017,arson,NJ0042300,NJ
11,0,0,2017,arson,NJ0042400,NJ
12,0,0,2017,arson,NJ0042500,NJ
13,0,0,2017,arson,NJ0042600,NJ
14,5,2,2017,arson,NJ0042700,NJ
15,4,0,2017,arson,NJ0042800,NJ
16,0,0,2017,arson,NJ0043000,NJ
17,0,0,2017,arson,NJ0043100,NJ
18,0,0,2017,arson,NJ0043200,NJ
19,0,0,2017,arson,NJ0043300,NJ
0,1,1,2017,arson,NJ0141100,NJ
1,1,0,2017,arson,NJ0141200,NJ
2,0,0,2017,arson,NJ0141300,NJ
3,0,0,2017,arson,NJ0141400,NJ
4,0,0,2017,arson,NJ0141500,NJ
5,0,0,2017,arson,NJ0141600,NJ
6,1,1,2017,arson,NJ0141700,NJ
7,0,0,2017,arson,NJ0141800,NJ
8,0,0,2017,arson,NJ0141900,NJ
9,0,0,2017,arson,NJ0142000,NJ
10,0,0,2017,arson,NJ0142100,NJ
11,1,1,2017,arson,NJ0142200,NJ
12,0,0,2017,arson,NJ0142300,NJ
13,2,2,2017,arson,NJ0142400,NJ
14,0,0,2017,arson,NJ0142500,NJ
15,0,0,2017,arson,NJ0142600,NJ
16,1,2,2017,arson,NJ0142700,NJ
17,0,0,2017,arson,NJ0142800,NJ
18,0,0,2017,arson,NJ0142900,NJ
19,0,0,2017,arson,NJ0143000,NJ
0,1,1,2017,arson,NJ002SP00,NJ
1,1,1,2017,arson,NJ0030200,NJ
2,0,0,2017,arson,NJ0030300,NJ
3,0,0,2017,arson,NJ0030400,NJ
4,0,0,2017,arson,NJ0030500,NJ
5,1,1,2017,arson,NJ0030600,NJ
6,0,0,2017,arson,NJ0030700,NJ
7,1,0,2017,arson,NJ0030800,NJ
8,0,0,2017,arson,NJ0030900,NJ
9,0,0,2017,arson,NJ0031000,NJ
10,0,0,2017,arson,NJ0031100,NJ
11,0,0,2017,arson,NJ0031200,NJ
12,3,0,2017,arson,NJ0031300,NJ
13,0,0,2017,arson,NJ0031500,NJ
14,6,1,2017,arson,NJ0031700,NJ
15,0,0,2017,arson,NJ0031800,NJ
16,0,0,2017,arson,NJ0031900,NJ
17,0,0,2017,arson,NJ0032000,NJ
18,1,0,2017,arson,NJ0032100,NJ
19,0,0,2017,arson,NJ0032200,NJ
0,0,0,2017,arson,NJ0140600,NJ
1,0,0,2017,arson,NJ0140700,NJ
2,1,0,2017,arson,NJ0140800,NJ
3,0,0,2017,arson,NJ0140900,NJ
4,0,0,2017,arson,NJ0141000,NJ
5,1,1,2017,arson,NJ0141100,NJ
6,1,0,2017,arson,NJ0141200,NJ
7,0,0,2017,arson,NJ0141300,NJ
8,0,0,2017,arson,NJ0141400,NJ
9,0,0,2017,arson,NJ0141500,NJ
10,0,0,2017,arson,NJ0141600,NJ
11,1,1,2017,arson,NJ0141700,NJ
12,0,0,2017,arson,NJ0141800,NJ
13,0,0,2017,arson,NJ0141900,NJ
14,0,0,2017,arson,NJ0142000,NJ
15,0,0,2017,arson,NJ0142100,NJ
16,1,1,2017,arson,NJ0142200,NJ
17,0,0,2017,arson,NJ0142300,NJ
18,2,2,2017,arson,NJ0142400,NJ
19,0,0,2017,arson,NJ0142500,NJ
0,0,0,2017,arson,NJ0040400,NJ
1,1,0,2017,arson,NJ0040500,NJ
2,0,0,2017,arson,NJ0040600,NJ
3,0,0,2017,arson,NJ0040700,NJ
4,55,7,2017,arson,NJ0040800,NJ
5,0,0,2017,arson,NJ0040900,NJ
6,0,0,2017,arson,NJ0041000,NJ
7,2,1,2017,arson,NJ0041100,NJ
8,2,1,2017,arson,NJ0041200,NJ
9,0,0,2017,arson,NJ0041300,NJ
10,0,0,2017,arson,NJ0041400,NJ
11,3,0,2017,arson,NJ0041500,NJ
12,1,0,2017,arson,NJ0041600,NJ
13,1,0,2017,arson,NJ0041700,NJ
14,0,0,2017,arson,NJ0041800,NJ
15,0,0,2017,arson,NJ0041900,NJ
16,1,0,2017,arson,NJ0042000,NJ
17,0,0,2017,arson,NJ0042100,NJ
18,8,2,2017,arson,NJ0042200,NJ
19,0,0,2017,arson,NJ0042300,NJ
0,0,0,2017,arson,NJ0161000,NJ
1,0,0,2017,arson,NJ0161100,NJ
2,1,0,2017,arson,NJ0161200,NJ
3,0,0,2017,arson,NJ0161300,NJ
4,0,0,2017,arson,NJ0161400,NJ
5,1,0,2017,arson,NJ0161500,NJ
6,0,0,2017,arson,NJ0161600,NJ
7,0,0,2017,arson,NJ0161700,NJ
8,0,0,2017,arson,NJ016SP00,NJ
9,0,0,2017,arson,NJ0170000,NJ
10,0,0,2017,arson,NJ0170200,NJ
11,0,0,2017,arson,NJ0170300,NJ
12,0,0,2017,arson,NJ0170400,NJ
13,0,0,2017,arson,NJ0170500,NJ
14,3,0,2017,arson,NJ0170800,NJ
15,0,0,2017,arson,NJ0171200,NJ
16,5,0,2017,arson,NJ0171300,NJ
17,0,0,2017,arson,NJ0171500,NJ
18,4,1,2017,arson,NJ017SP00,NJ
19,0,0,2017,arson,NJ0180000,NJ
0,0,0,2017,arson,NJ0090700,NJ
1,1,1,2017,arson,NJ0090800,NJ
2,0,0,2017,arson,NJ0090900,NJ
3,1,0,2017,arson,NJ0091000,NJ
4,0,0,2017,arson,NJ0091100,NJ
5,2,2,2017,arson,NJ0091200,NJ
6,0,0,2017,arson,NJ009149E,NJ
7,0,0,2017,arson,NJ009SP00,NJ
8,0,0,2017,arson,NJ0100400,NJ
9,0,0,2017,arson,NJ0100500,NJ
10,0,0,2017,arson,NJ0100600,NJ
11,0,0,2017,arson,NJ0100700,NJ
12,0,0,2017,arson,NJ0100900,NJ
13,0,0,2017,arson,NJ0101000,NJ
14,0,0,2017,arson,NJ0101100,NJ
15,2,1,2017,arson,NJ0101400,NJ
16,0,0,2017,arson,NJ0101500,NJ
17,1,0,2017,arson,NJ0101700,NJ
18,0,0,2017,arson,NJ0101900,NJ
19,0,0,2017,arson,NJ0102100,NJ
0,0,0,2017,arson,NJ0024200,NJ
1,0,0,2017,arson,NJ0024300,NJ
2,0,0,2017,arson,NJ0024400,NJ
3,0,0,2017,arson,NJ0024500,NJ
4,0,0,2017,arson,NJ0024600,NJ
5,0,0,2017,arson,NJ0024700,NJ
6,0,0,2017,arson,NJ0024800,NJ
7,0,0,2017,arson,NJ0024900,NJ
8,2,1,2017,arson,NJ0025000,NJ
9,0,0,2017,arson,NJ0025100,NJ
10,0,0,2017,arson,NJ0025200,NJ
11,0,0,2017,arson,NJ0025300,NJ
12,0,0,2017,arson,NJ0025400,NJ
13,0,0,2017,arson,NJ0025500,NJ
14,0,0,2017,arson,NJ0025600,NJ
15,0,0,2017,arson,NJ0025700,NJ
16,0,0,2017,arson,NJ0025800,NJ
17,0,0,2017,arson,NJ0025900,NJ
18,1,0,2017,arson,NJ0026000,NJ
19,0,0,2017,arson,NJ0026100,NJ
0,4,1,2017,arson,NJ0160200,NJ
1,0,0,2017,arson,NJ0160300,NJ
2,0,0,2017,arson,NJ0160400,NJ
3,0,0,2017,arson,NJ0160500,NJ
4,0,0,2017,arson,NJ0160600,NJ
5,1,0,2017,arson,NJ0160700,NJ
6,10,1,2017,arson,NJ0160800,NJ
7,0,0,2017,arson,NJ0160900,NJ
8,0,0,2017,arson,NJ0161000,NJ
9,0,0,2017,arson,NJ0161100,NJ
10,1,0,2017,arson,NJ0161200,NJ
11,0,0,2017,arson,NJ0161300,NJ
12,0,0,2017,arson,NJ0161400,NJ
13,1,0,2017,arson,NJ0161500,NJ
14,0,0,2017,arson,NJ0161600,NJ
15,0,0,2017,arson,NJ0161700,NJ
16,0,0,2017,arson,NJ016SP00,NJ
17,0,0,2017,arson,NJ0170000,NJ
18,0,0,2017,arson,NJ0170200,NJ
19,0,0,2017,arson,NJ0170300,NJ
0,9,4,2017,arson,NJ0121400,NJ
1,0,0,2017,arson,NJ0121500,NJ
2,2,1,2017,arson,NJ0121600,NJ
3,0,0,2017,arson,NJ0121700,NJ
4,0,0,2017,arson,NJ0121800,NJ
5,1,1,2017,arson,NJ0121900,NJ
6,1,0,2017,arson,NJ0122000,NJ
7,0,0,2017,arson,NJ0122100,NJ
8,1,1,2017,arson,NJ0122200,NJ
9,2,2,2017,arson,NJ0122300,NJ
10,0,0,2017,arson,NJ0122400,NJ
11,3,0,2017,arson,NJ0122500,NJ
12,0,0,2017,arson,NJ0122600,NJ
13,1,1,2017,arson,NJ0123000,NJ
14,1,0,2017,arson,NJ012SP00,NJ
15,0,0,2017,arson,NJ0130000,NJ
16,0,0,2017,arson,NJ0130100,NJ
17,0,0,2017,arson,NJ0130200,NJ
18,5,3,2017,arson,NJ0130300,NJ
19,1,0,2017,arson,NJ0130400,NJ
0,0,0,2017,arson,NJ0051300,NJ
1,0,0,2017,arson,NJ0051400,NJ
2,0,0,2017,arson,NJ0051500,NJ
3,2,0,2017,arson,NJ005SP00,NJ
4,0,0,2017,arson,NJ0060000,NJ
5,8,2,2017,arson,NJ0060100,NJ
6,3,2,2017,arson,NJ0061000,NJ
7,12,3,2017,arson,NJ0061400,NJ
8,1,1,2017,arson,NJ006SP00,NJ
9,0,0,2017,arson,NJ0070000,NJ
10,0,0,2017,arson,NJ0070100,NJ
11,1,0,2017,arson,NJ0070200,NJ
12,0,0,2017,arson,NJ0070300,NJ
13,0,0,2017,arson,NJ0070400,NJ
14,0,0,2017,arson,NJ0070500,NJ
15,13,5,2017,arson,NJ0070600,NJ
16,0,0,2017,arson,NJ0070700,NJ
17,0,0,2017,arson,NJ0070800,NJ
18,6,2,2017,arson,NJ0070900,NJ
19,0,0,2017,arson,NJ0071000,NJ
0,0,0,2017,arson,NJ0025300,NJ
1,0,0,2017,arson,NJ0025400,NJ
2,0,0,2017,arson,NJ0025500,NJ
3,0,0,2017,arson,NJ0025600,NJ
4,0,0,2017,arson,NJ0025700,NJ
5,0,0,2017,arson,NJ0025800,NJ
6,0,0,2017,arson,NJ0025900,NJ
7,1,0,2017,arson,NJ0026000,NJ
8,0,0,2017,arson,NJ0026100,NJ
9,0,0,2017,arson,NJ0026200,NJ
10,0,0,2017,arson,NJ0026300,NJ
11,0,0,2017,arson,NJ0026400,NJ
12,0,0,2017,arson,NJ0026500,NJ
13,0,0,2017,arson,NJ0026600,NJ
14,0,0,2017,arson,NJ0026700,NJ
15,0,0,2017,arson,NJ0026800,NJ
16,0,0,2017,arson,NJ0026900,NJ
17,0,0,2017,arson,NJ0027000,NJ
18,1,1,2017,arson,NJ002SP00,NJ
19,1,1,2017,arson,NJ0030200,NJ
0,0,0,2017,arson,NJ0211600,NJ
1,0,0,2017,arson,NJ0211700,NJ
2,3,1,2017,arson,NJ0211900,NJ
3,0,0,2017,arson,NJ0212000,NJ
4,0,0,2017,arson,NJ0212100,NJ
5,0,0,2017,arson,NJ0212200,NJ
6,0,0,2017,arson,NJ021SP00,NJ
7,72,4,2017,arson,NJNPD0000,NJ
8,0,0,2017,arson,NJNPIPP00,NJ
9,0,0,2017,arson,NJNYPOA00,NJ
10,0,0,2017,arson,NJ0010000,NJ
11,0,0,2017,arson,NJ0010100,NJ
12,2,1,2017,arson,NJ0010200,NJ
13,1,0,2017,arson,NJ0010300,NJ
14,1,1,2017,arson,NJ0010400,NJ
15,0,0,2017,arson,NJ0010700,NJ
16,6,4,2017,arson,NJ0010800,NJ
17,1,0,2017,arson,NJ0011100,NJ
18,3,2,2017,arson,NJ0011200,NJ
19,0,0,2017,arson,NJ0011300,NJ
0,0,0,2017,arson,NJ0180100,NJ
1,0,0,2017,arson,NJ0180200,NJ
2,0,0,2017,arson,NJ0180300,NJ
3,0,0,2017,arson,NJ0180400,NJ
4,0,0,2017,arson,NJ0180500,NJ
5,0,0,2017,arson,NJ0180600,NJ
6,0,0,2017,arson,NJ0180700,NJ
7,7,0,2017,arson,NJ0180800,NJ
8,0,0,2017,arson,NJ0180900,NJ
9,2,0,2017,arson,NJ0181000,NJ
10,2,2,2017,arson,NJ0181100,NJ
11,0,0,2017,arson,NJ0181300,NJ
12,3,0,2017,arson,NJ0181400,NJ
13,0,0,2017,arson,NJ0181500,NJ
14,0,0,2017,arson,NJ0181600,NJ
15,0,0,2017,arson,NJ0181800,NJ
16,0,0,2017,arson,NJ0181900,NJ
17,0,0,2017,arson,NJ0182000,NJ
18,0,0,2017,arson,NJ0182100,NJ
19,0,0,2017,arson,NJ018SP00,NJ
0,0,0,2017,arson,NJ0152300,NJ
1,0,0,2017,arson,NJ0152400,NJ
2,0,0,2017,arson,NJ0152500,NJ
3,0,0,2017,arson,NJ0152600,NJ
4,1,0,2017,arson,NJ0152700,NJ
5,0,0,2017,arson,NJ0152800,NJ
6,2,1,2017,arson,NJ0152900,NJ
7,0,0,2017,arson,NJ0153000,NJ
8,0,0,2017,arson,NJ0153100,NJ
9,0,0,2017,arson,NJ0153200,NJ
10,1,0,2017,arson,NJ0153300,NJ
11,0,0,2017,arson,NJ015SP00,NJ
12,0,0,2017,arson,NJ0160100,NJ
13,4,1,2017,arson,NJ0160200,NJ
14,0,0,2017,arson,NJ0160300,NJ
15,0,0,2017,arson,NJ0160400,NJ
16,0,0,2017,arson,NJ0160500,NJ
17,0,0,2017,arson,NJ0160600,NJ
18,1,0,2017,arson,NJ0160700,NJ
19,10,1,2017,arson,NJ0160800,NJ
0,0,0,2017,arson,NJ0150000,NJ
1,0,0,2017,arson,NJ0150100,NJ
2,0,0,2017,arson,NJ0150200,NJ
3,0,0,2017,arson,NJ0150300,NJ
4,0,0,2017,arson,NJ0150400,NJ
5,2,0,2017,arson,NJ0150500,NJ
6,5,3,2017,arson,NJ0150600,NJ
7,9,0,2017,arson,NJ0150700,NJ
8,0,0,2017,arson,NJ0150900,NJ
9,0,0,2017,arson,NJ0151000,NJ
10,6,0,2017,arson,NJ0151100,NJ
11,0,0,2017,arson,NJ0151200,NJ
12,0,0,2017,arson,NJ0151300,NJ
13,5,1,2017,arson,NJ0151400,NJ
14,0,0,2017,arson,NJ0151500,NJ
15,6,2,2017,arson,NJ0151600,NJ
16,0,0,2017,arson,NJ0151700,NJ
17,5,1,2017,arson,NJ0151800,NJ
18,0,0,2017,arson,NJ0151900,NJ
19,0,0,2017,arson,NJ0152000,NJ
0,0,0,2017,arson,NJ014SP00,NJ
1,0,0,2017,arson,NJ0150000,NJ
2,0,0,2017,arson,NJ0150100,NJ
3,0,0,2017,arson,NJ0150200,NJ
4,0,0,2017,arson,NJ0150300,NJ
5,0,0,2017,arson,NJ0150400,NJ
6,2,0,2017,arson,NJ0150500,NJ
7,5,3,2017,arson,NJ0150600,NJ
8,9,0,2017,arson,NJ0150700,NJ
9,0,0,2017,arson,NJ0150900,NJ
10,0,0,2017,arson,NJ0151000,NJ
11,6,0,2017,arson,NJ0151100,NJ
12,0,0,2017,arson,NJ0151200,NJ
13,0,0,2017,arson,NJ0151300,NJ
14,5,1,2017,arson,NJ0151400,NJ
15,0,0,2017,arson,NJ0151500,NJ
16,6,2,2017,arson,NJ0151600,NJ
17,0,0,2017,arson,NJ0151700,NJ
18,5,1,2017,arson,NJ0151800,NJ
19,0,0,2017,arson,NJ0151900,NJ
0,2,1,2017,violent-crime,NJ0160100,NJ
1,184,101,2017,violent-crime,NJ0160200,NJ
2,18,8,2017,violent-crime,NJ0160300,NJ
3,2,4,2017,violent-crime,NJ0160400,NJ
4,19,17,2017,violent-crime,NJ0160500,NJ
5,1,0,2017,violent-crime,NJ0160600,NJ
6,390,88,2017,violent-crime,NJ0160700,NJ
7,1028,247,2017,violent-crime,NJ0160800,NJ
8,13,9,2017,violent-crime,NJ0160900,NJ
9,3,0,2017,violent-crime,NJ0161000,NJ
10,3,3,2017,violent-crime,NJ0161100,NJ
11,10,7,2017,violent-crime,NJ0161200,NJ
12,6,4,2017,violent-crime,NJ0161300,NJ
13,29,16,2017,violent-crime,NJ0161400,NJ
14,25,17,2017,violent-crime,NJ0161500,NJ
15,17,13,2017,violent-crime,NJ0161600,NJ
16,1,1,2017,violent-crime,NJ0161700,NJ
17,0,0,2017,violent-crime,NJ016SP00,NJ
18,1,1,2017,violent-crime,NJ0170000,NJ
19,0,0,2017,violent-crime,NJ0170200,NJ
0,12,3,2017,violent-crime,NJ0181100,NJ
1,6,1,2017,violent-crime,NJ0181300,NJ
2,63,17,2017,violent-crime,NJ0181400,NJ
3,3,2,2017,violent-crime,NJ0181500,NJ
4,4,3,2017,violent-crime,NJ0181600,NJ
5,10,6,2017,violent-crime,NJ0181800,NJ
6,3,2,2017,violent-crime,NJ0181900,NJ
7,3,2,2017,violent-crime,NJ0182000,NJ
8,1,1,2017,violent-crime,NJ0182100,NJ
9,1,0,2017,violent-crime,NJ018SP00,NJ
10,1,1,2017,violent-crime,NJ0190200,NJ
11,6,1,2017,violent-crime,NJ0190400,NJ
12,2,2,2017,violent-crime,NJ0190600,NJ
13,2,1,2017,violent-crime,NJ0190900,NJ
14,1,1,2017,violent-crime,NJ0191100,NJ
15,11,13,2017,violent-crime,NJ0191200,NJ
16,10,6,2017,violent-crime,NJ0191500,NJ
17,0,0,2017,violent-crime,NJ0191600,NJ
18,9,6,2017,violent-crime,NJ0191800,NJ
19,3,1,2017,violent-crime,NJ0191900,NJ
0,5,5,2017,violent-crime,NJ0212200,NJ
1,8,3,2017,violent-crime,NJ021SP00,NJ
2,2543,496,2017,violent-crime,NJNPD0000,NJ
3,2,1,2017,violent-crime,NJNPIPP00,NJ
4,22,13,2017,violent-crime,NJNYPOA00,NJ
5,1,0,2017,violent-crime,NJ0010000,NJ
6,11,4,2017,violent-crime,NJ0010100,NJ
7,425,84,2017,violent-crime,NJ0010200,NJ
8,2,2,2017,violent-crime,NJ0010300,NJ
9,14,3,2017,violent-crime,NJ0010400,NJ
10,15,5,2017,violent-crime,NJ0010700,NJ
11,55,45,2017,violent-crime,NJ0010800,NJ
12,73,34,2017,violent-crime,NJ0011100,NJ
13,37,26,2017,violent-crime,NJ0011200,NJ
14,17,11,2017,violent-crime,NJ0011300,NJ
15,1,1,2017,violent-crime,NJ0011400,NJ
16,2,1,2017,violent-crime,NJ0011500,NJ
17,4,3,2017,violent-crime,NJ0011600,NJ
18,3,3,2017,violent-crime,NJ0011700,NJ
19,0,0,2017,violent-crime,NJ0011800,NJ
0,1,1,2017,violent-crime,NJ0025300,NJ
1,2,0,2017,violent-crime,NJ0025400,NJ
2,2,2,2017,violent-crime,NJ0025500,NJ
3,11,7,2017,violent-crime,NJ0025600,NJ
4,9,9,2017,violent-crime,NJ0025700,NJ
5,0,0,2017,violent-crime,NJ0025800,NJ
6,10,7,2017,violent-crime,NJ0025900,NJ
7,55,26,2017,violent-crime,NJ0026000,NJ
8,1,1,2017,violent-crime,NJ0026100,NJ
9,5,4,2017,violent-crime,NJ0026200,NJ
10,2,2,2017,violent-crime,NJ0026300,NJ
11,3,3,2017,violent-crime,NJ0026400,NJ
12,6,3,2017,violent-crime,NJ0026500,NJ
13,3,3,2017,violent-crime,NJ0026600,NJ
14,9,10,2017,violent-crime,NJ0026700,NJ
15,1,1,2017,violent-crime,NJ0026800,NJ
16,3,2,2017,violent-crime,NJ0026900,NJ
17,8,7,2017,violent-crime,NJ0027000,NJ
18,8,3,2017,violent-crime,NJ002SP00,NJ
19,17,9,2017,violent-crime,NJ0030200,NJ
0,12,10,2017,violent-crime,NJ0050800,NJ
1,1,1,2017,violent-crime,NJ0050900,NJ
2,1,0,2017,violent-crime,NJ0051000,NJ
3,0,0,2017,violent-crime,NJ0051200,NJ
4,2,2,2017,violent-crime,NJ0051300,NJ
5,65,23,2017,violent-crime,NJ0051400,NJ
6,9,9,2017,violent-crime,NJ0051500,NJ
7,20,15,2017,violent-crime,NJ005SP00,NJ
8,0,0,2017,violent-crime,NJ0060000,NJ
9,272,37,2017,violent-crime,NJ0060100,NJ
10,160,55,2017,violent-crime,NJ0061000,NJ
11,298,147,2017,violent-crime,NJ0061400,NJ
12,72,39,2017,violent-crime,NJ006SP00,NJ
13,65,10,2017,violent-crime,NJ0070000,NJ
14,81,32,2017,violent-crime,NJ0070100,NJ
15,57,25,2017,violent-crime,NJ0070200,NJ
16,8,1,2017,violent-crime,NJ0070300,NJ
17,4,2,2017,violent-crime,NJ0070400,NJ
18,4,4,2017,violent-crime,NJ0070500,NJ
19,473,217,2017,violent-crime,NJ0070600,NJ
0,112,57,2017,violent-crime,NJ0120500,NJ
1,1,1,2017,violent-crime,NJ0120600,NJ
2,5,3,2017,violent-crime,NJ0120700,NJ
3,8,5,2017,violent-crime,NJ0120800,NJ
4,44,28,2017,violent-crime,NJ0120900,NJ
5,12,6,2017,violent-crime,NJ0121000,NJ
6,8,5,2017,violent-crime,NJ0121100,NJ
7,7,5,2017,violent-crime,NJ0121200,NJ
8,4,4,2017,violent-crime,NJ0121300,NJ
9,360,96,2017,violent-crime,NJ0121400,NJ
10,49,25,2017,violent-crime,NJ0121500,NJ
11,171,81,2017,violent-crime,NJ0121600,NJ
12,54,22,2017,violent-crime,NJ0121700,NJ
13,8,6,2017,violent-crime,NJ0121800,NJ
14,29,15,2017,violent-crime,NJ0121900,NJ
15,1,1,2017,violent-crime,NJ0122000,NJ
16,25,11,2017,violent-crime,NJ0122100,NJ
17,28,16,2017,violent-crime,NJ0122200,NJ
18,18,10,2017,violent-crime,NJ0122300,NJ
19,1,0,2017,violent-crime,NJ0122400,NJ
0,0,0,2017,violent-crime,NJ0152300,NJ
1,16,15,2017,violent-crime,NJ0152400,NJ
2,1,0,2017,violent-crime,NJ0152500,NJ
3,34,20,2017,violent-crime,NJ0152600,NJ
4,4,2,2017,violent-crime,NJ0152700,NJ
5,1,0,2017,violent-crime,NJ0152800,NJ
6,6,3,2017,violent-crime,NJ0152900,NJ
7,25,18,2017,violent-crime,NJ0153000,NJ
8,1,1,2017,violent-crime,NJ0153100,NJ
9,3,3,2017,violent-crime,NJ0153200,NJ
10,8,10,2017,violent-crime,NJ0153300,NJ
11,6,2,2017,violent-crime,NJ015SP00,NJ
12,2,1,2017,violent-crime,NJ0160100,NJ
13,184,101,2017,violent-crime,NJ0160200,NJ
14,18,8,2017,violent-crime,NJ0160300,NJ
15,2,4,2017,violent-crime,NJ0160400,NJ
16,19,17,2017,violent-crime,NJ0160500,NJ
17,1,0,2017,violent-crime,NJ0160600,NJ
18,390,88,2017,violent-crime,NJ0160700,NJ
19,1028,247,2017,violent-crime,NJ0160800,NJ
0,1,1,2017,violent-crime,NJ0022400,NJ
1,2,3,2017,violent-crime,NJ0022500,NJ
2,0,0,2017,violent-crime,NJ0022600,NJ
3,0,0,2017,violent-crime,NJ0022700,NJ
4,2,1,2017,violent-crime,NJ0022800,NJ
5,3,2,2017,violent-crime,NJ0022900,NJ
6,11,7,2017,violent-crime,NJ0023000,NJ
7,43,26,2017,violent-crime,NJ0023100,NJ
8,9,6,2017,violent-crime,NJ0023200,NJ
