,actual,cleared,data_year,offense,ori,state_abbr
3,0,0,2017,motor-vehicle-theft,NJ0023500,NJ
4,0,0,2017,motor-vehicle-theft,NJ0023600,NJ
5,10,0,2017,motor-vehicle-theft,NJ0023700,NJ
6,0,0,2017,motor-vehicle-theft,NJ0023800,NJ
7,15,0,2017,motor-vehicle-theft,NJ0023900,NJ
8,0,0,2017,motor-vehicle-theft,NJ0024000,NJ
9,4,0,2017,motor-vehicle-theft,NJ0024100,NJ
10,3,1,2017,motor-vehicle-theft,NJ0024200,NJ
11,2,0,2017,motor-vehicle-theft,NJ0024300,NJ
12,0,0,2017,motor-vehicle-theft,NJ0024400,NJ
13,8,0,2017,motor-vehicle-theft,NJ0024500,NJ
14,30,3,2017,motor-vehicle-theft,NJ0024600,NJ
15,0,0,2017,motor-vehicle-theft,NJ0024700,NJ
16,5,2,2017,motor-vehicle-theft,NJ0024800,NJ
17,8,2,2017,motor-vehicle-theft,NJ0024900,NJ
18,10,0,2017,motor-vehicle-theft,NJ0025000,NJ
19,7,1,2017,motor-vehicle-theft,NJ0025100,NJ
0,6,1,2017,motor-vehicle-theft,NJ0131900,NJ
1,0,0,2017,motor-vehicle-theft,NJ0132000,NJ
2,6,2,2017,motor-vehicle-theft,NJ0132100,NJ
3,8,0,2017,motor-vehicle-theft,NJ0132200,NJ
4,1,1,2017,motor-vehicle-theft,NJ0132300,NJ
5,0,0,2017,motor-vehicle-theft,NJ0132400,NJ
6,27,8,2017,motor-vehicle-theft,NJ0132500,NJ
7,13,2,2017,motor-vehicle-theft,NJ0132600,NJ
8,1,1,2017,motor-vehicle-theft,NJ0132700,NJ
9,20,10,2017,motor-vehicle-theft,NJ0132800,NJ
10,2,0,2017,motor-vehicle-theft,NJ0132900,NJ
11,13,0,2017,motor-vehicle-theft,NJ0133000,NJ
12,15,3,2017,motor-vehicle-theft,NJ0133100,NJ
13,0,0,2017,motor-vehicle-theft,NJ0133300,NJ
14,8,2,2017,motor-vehicle-theft,NJ0133400,NJ
15,5,1,2017,motor-vehicle-theft,NJ0133500,NJ
16,6,0,2017,motor-vehicle-theft,NJ0133600,NJ
17,18,2,2017,motor-vehicle-theft,NJ0133700,NJ
18,2,0,2017,motor-vehicle-theft,NJ0133800,NJ
19,8,0,2017,motor-vehicle-theft,NJ0133900,NJ
0,2,0,2017,motor-vehicle-theft,NJ0026900,NJ
1,5,2,2017,motor-vehicle-theft,NJ0027000,NJ
2,10,2,2017,motor-vehicle-theft,NJ002SP00,NJ
3,1,0,2017,motor-vehicle-theft,NJ0030200,NJ
4,2,1,2017,motor-vehicle-theft,NJ0030300,NJ
5,14,4,2017,motor-vehicle-theft,NJ0030400,NJ
6,18,3,2017,motor-vehicle-theft,NJ0030500,NJ
7,18,5,2017,motor-vehicle-theft,NJ0030600,NJ
8,0,0,2017,motor-vehicle-theft,NJ0030700,NJ
9,11,0,2017,motor-vehicle-theft,NJ0030800,NJ
10,11,0,2017,motor-vehicle-theft,NJ0030900,NJ
11,8,0,2017,motor-vehicle-theft,NJ0031000,NJ
12,3,0,2017,motor-vehicle-theft,NJ0031100,NJ
13,18,6,2017,motor-vehicle-theft,NJ0031200,NJ
14,16,2,2017,motor-vehicle-theft,NJ0031300,NJ
15,8,1,2017,motor-vehicle-theft,NJ0031500,NJ
16,31,2,2017,motor-vehicle-theft,NJ0031700,NJ
17,8,1,2017,motor-vehicle-theft,NJ0031800,NJ
18,11,5,2017,motor-vehicle-theft,NJ0031900,NJ
19,28,2,2017,motor-vehicle-theft,NJ0032000,NJ
0,0,0,2017,motor-vehicle-theft,NJ0150200,NJ
1,1,1,2017,motor-vehicle-theft,NJ0150300,NJ
2,0,0,2017,motor-vehicle-theft,NJ0150400,NJ
3,10,1,2017,motor-vehicle-theft,NJ0150500,NJ
4,11,3,2017,motor-vehicle-theft,NJ0150600,NJ
5,41,6,2017,motor-vehicle-theft,NJ0150700,NJ
6,0,0,2017,motor-vehicle-theft,NJ0150900,NJ
7,0,0,2017,motor-vehicle-theft,NJ0151000,NJ
8,16,5,2017,motor-vehicle-theft,NJ0151100,NJ
9,0,0,2017,motor-vehicle-theft,NJ0151200,NJ
10,1,0,2017,motor-vehicle-theft,NJ0151300,NJ
11,26,19,2017,motor-vehicle-theft,NJ0151400,NJ
12,2,0,2017,motor-vehicle-theft,NJ0151500,NJ
13,6,1,2017,motor-vehicle-theft,NJ0151600,NJ
14,1,0,2017,motor-vehicle-theft,NJ0151700,NJ
15,7,1,2017,motor-vehicle-theft,NJ0151800,NJ
16,0,0,2017,motor-vehicle-theft,NJ0151900,NJ
17,1,0,2017,motor-vehicle-theft,NJ0152000,NJ
18,1,1,2017,motor-vehicle-theft,NJ0152100,NJ
19,0,0,2017,motor-vehicle-theft,NJ0152200,NJ
0,4,0,2017,motor-vehicle-theft,NJ0072100,NJ
1,85,5,2017,motor-vehicle-theft,NJ0072200,NJ
2,2,1,2017,motor-vehicle-theft,NJ0072700,NJ
3,2,0,2017,motor-vehicle-theft,NJ0072800,NJ
4,2,0,2017,motor-vehicle-theft,NJ0073000,NJ
5,0,0,2017,motor-vehicle-theft,NJ0073100,NJ
6,2,0,2017,motor-vehicle-theft,NJ0073200,NJ
7,8,2,2017,motor-vehicle-theft,NJ007SP00,NJ
8,0,0,2017,motor-vehicle-theft,NJ0080000,NJ
9,3,0,2017,motor-vehicle-theft,NJ0080100,NJ
10,32,3,2017,motor-vehicle-theft,NJ0080200,NJ
11,8,1,2017,motor-vehicle-theft,NJ0080300,NJ
12,1,0,2017,motor-vehicle-theft,NJ0080400,NJ
13,13,3,2017,motor-vehicle-theft,NJ0080500,NJ
14,8,1,2017,motor-vehicle-theft,NJ0080600,NJ
15,1,1,2017,motor-vehicle-theft,NJ0080700,NJ
16,4,2,2017,motor-vehicle-theft,NJ0080800,NJ
17,14,1,2017,motor-vehicle-theft,NJ0080900,NJ
18,6,2,2017,motor-vehicle-theft,NJ0081000,NJ
19,23,7,2017,motor-vehicle-theft,NJ0081100,NJ
0,1,1,2017,motor-vehicle-theft,NJ0020100,NJ
1,7,2,2017,motor-vehicle-theft,NJ0020200,NJ
2,3,1,2017,motor-vehicle-theft,NJ0020300,NJ
3,3,0,2017,motor-vehicle-theft,NJ0020400,NJ
4,21,1,2017,motor-vehicle-theft,NJ0020500,NJ
5,6,4,2017,motor-vehicle-theft,NJ0020600,NJ
6,4,1,2017,motor-vehicle-theft,NJ0020700,NJ
7,3,0,2017,motor-vehicle-theft,NJ0020800,NJ
8,4,2,2017,motor-vehicle-theft,NJ0020900,NJ
9,9,4,2017,motor-vehicle-theft,NJ0021000,NJ
10,25,0,2017,motor-vehicle-theft,NJ0021100,NJ
11,28,1,2017,motor-vehicle-theft,NJ0021200,NJ
12,4,1,2017,motor-vehicle-theft,NJ0021300,NJ
13,1,0,2017,motor-vehicle-theft,NJ0021400,NJ
14,21,3,2017,motor-vehicle-theft,NJ0021500,NJ
15,4,0,2017,motor-vehicle-theft,NJ0021600,NJ
16,7,2,2017,motor-vehicle-theft,NJ0021700,NJ
17,8,0,2017,motor-vehicle-theft,NJ0021800,NJ
18,16,2,2017,motor-vehicle-theft,NJ0021900,NJ
19,9,0,2017,motor-vehicle-theft,NJ0022000,NJ
0,0,0,2017,motor-vehicle-theft,NJ0143800,NJ
1,3,0,2017,motor-vehicle-theft,NJ0143900,NJ
2,0,0,2017,motor-vehicle-theft,NJ0149100,NJ
3,3,1,2017,motor-vehicle-theft,NJ014SP00,NJ
4,0,0,2017,motor-vehicle-theft,NJ0150000,NJ
5,0,0,2017,motor-vehicle-theft,NJ0150100,NJ
6,0,0,2017,motor-vehicle-theft,NJ0150200,NJ
7,1,1,2017,motor-vehicle-theft,NJ0150300,NJ
8,0,0,2017,motor-vehicle-theft,NJ0150400,NJ
9,10,1,2017,motor-vehicle-theft,NJ0150500,NJ
10,11,3,2017,motor-vehicle-theft,NJ0150600,NJ
11,41,6,2017,motor-vehicle-theft,NJ0150700,NJ
12,0,0,2017,motor-vehicle-theft,NJ0150900,NJ
13,0,0,2017,motor-vehicle-theft,NJ0151000,NJ
14,16,5,2017,motor-vehicle-theft,NJ0151100,NJ
15,0,0,2017,motor-vehicle-theft,NJ0151200,NJ
16,1,0,2017,motor-vehicle-theft,NJ0151300,NJ
17,26,19,2017,motor-vehicle-theft,NJ0151400,NJ
18,2,0,2017,motor-vehicle-theft,NJ0151500,NJ
19,6,1,2017,motor-vehicle-theft,NJ0151600,NJ
0,0,0,2017,motor-vehicle-theft,NJ0101000,NJ
1,0,0,2017,motor-vehicle-theft,NJ0101100,NJ
2,1,0,2017,motor-vehicle-theft,NJ0101400,NJ
3,3,2,2017,motor-vehicle-theft,NJ0101500,NJ
4,3,1,2017,motor-vehicle-theft,NJ0101700,NJ
5,3,1,2017,motor-vehicle-theft,NJ0101900,NJ
6,1,0,2017,motor-vehicle-theft,NJ0102100,NJ
7,2,1,2017,motor-vehicle-theft,NJ0102200,NJ
8,1,0,2017,motor-vehicle-theft,NJ0102400,NJ
9,2,0,2017,motor-vehicle-theft,NJ0102600,NJ
10,5,2,2017,motor-vehicle-theft,NJ010SP00,NJ
11,0,0,2017,motor-vehicle-theft,NJ0110000,NJ
12,7,1,2017,motor-vehicle-theft,NJ0110100,NJ
13,49,3,2017,motor-vehicle-theft,NJ0110200,NJ
14,158,6,2017,motor-vehicle-theft,NJ0110300,NJ
15,0,0,2017,motor-vehicle-theft,NJ0110400,NJ
16,0,0,2017,motor-vehicle-theft,NJ0110500,NJ
17,6,0,2017,motor-vehicle-theft,NJ0110600,NJ
18,20,3,2017,motor-vehicle-theft,NJ0110700,NJ
19,0,0,2017,motor-vehicle-theft,NJ0110800,NJ
0,23,1,2017,motor-vehicle-theft,NJ0041100,NJ
1,42,3,2017,motor-vehicle-theft,NJ0041200,NJ
2,0,0,2017,motor-vehicle-theft,NJ0041300,NJ
3,16,0,2017,motor-vehicle-theft,NJ0041400,NJ
4,37,2,2017,motor-vehicle-theft,NJ0041500,NJ
5,12,1,2017,motor-vehicle-theft,NJ0041600,NJ
6,1,0,2017,motor-vehicle-theft,NJ0041700,NJ
7,4,2,2017,motor-vehicle-theft,NJ0041800,NJ
8,3,0,2017,motor-vehicle-theft,NJ0041900,NJ
9,0,0,2017,motor-vehicle-theft,NJ0042000,NJ
10,6,3,2017,motor-vehicle-theft,NJ0042100,NJ
11,30,2,2017,motor-vehicle-theft,NJ0042200,NJ
12,7,0,2017,motor-vehicle-theft,NJ0042300,NJ
13,4,0,2017,motor-vehicle-theft,NJ0042400,NJ
14,6,1,2017,motor-vehicle-theft,NJ0042500,NJ
15,2,1,2017,motor-vehicle-theft,NJ0042600,NJ
16,64,2,2017,motor-vehicle-theft,NJ0042700,NJ
17,11,1,2017,motor-vehicle-theft,NJ0042800,NJ
18,11,1,2017,motor-vehicle-theft,NJ0043000,NJ
19,7,2,2017,motor-vehicle-theft,NJ0043100,NJ
0,1,0,2017,motor-vehicle-theft,NJ0021400,NJ
1,21,3,2017,motor-vehicle-theft,NJ0021500,NJ
2,4,0,2017,motor-vehicle-theft,NJ0021600,NJ
3,7,2,2017,motor-vehicle-theft,NJ0021700,NJ
4,8,0,2017,motor-vehicle-theft,NJ0021800,NJ
5,16,2,2017,motor-vehicle-theft,NJ0021900,NJ
6,9,0,2017,motor-vehicle-theft,NJ0022000,NJ
7,30,0,2017,motor-vehicle-theft,NJ0022100,NJ
8,5,0,2017,motor-vehicle-theft,NJ0022200,NJ
9,44,2,2017,motor-vehicle-theft,NJ0022300,NJ
10,1,1,2017,motor-vehicle-theft,NJ0022400,NJ
11,0,0,2017,motor-vehicle-theft,NJ0022500,NJ
12,0,0,2017,motor-vehicle-theft,NJ0022600,NJ
13,2,0,2017,motor-vehicle-theft,NJ0022700,NJ
14,3,1,2017,motor-vehicle-theft,NJ0022800,NJ
15,3,1,2017,motor-vehicle-theft,NJ0022900,NJ
16,11,2,2017,motor-vehicle-theft,NJ0023000,NJ
17,24,0,2017,motor-vehicle-theft,NJ0023100,NJ
18,22,1,2017,motor-vehicle-theft,NJ0023200,NJ
19,10,3,2017,motor-vehicle-theft,NJ0023300,NJ
0,8,0,2017,motor-vehicle-theft,NJ0191100,NJ
1,1,1,2017,motor-vehicle-theft,NJ0191200,NJ
2,0,0,2017,motor-vehicle-theft,NJ0191500,NJ
3,0,0,2017,motor-vehicle-theft,NJ0191600,NJ
4,5,0,2017,motor-vehicle-theft,NJ0191800,NJ
5,1,0,2017,motor-vehicle-theft,NJ0191900,NJ
6,9,3,2017,motor-vehicle-theft,NJ0192200,NJ
7,9,1,2017,motor-vehicle-theft,NJ019SP00,NJ
8,2,0,2017,motor-vehicle-theft,NJ0200100,NJ
9,14,1,2017,motor-vehicle-theft,NJ0200200,NJ
10,7,0,2017,motor-vehicle-theft,NJ0200300,NJ
11,895,1,2017,motor-vehicle-theft,NJ0200400,NJ
12,1,0,2017,motor-vehicle-theft,NJ0200500,NJ
13,1,1,2017,motor-vehicle-theft,NJ0200600,NJ
14,90,3,2017,motor-vehicle-theft,NJ0200700,NJ
15,17,2,2017,motor-vehicle-theft,NJ0200800,NJ
16,45,0,2017,motor-vehicle-theft,NJ0200900,NJ
17,6,0,2017,motor-vehicle-theft,NJ0201000,NJ
18,1,0,2017,motor-vehicle-theft,NJ0201100,NJ
19,97,3,2017,motor-vehicle-theft,NJ0201200,NJ
0,1,1,2017,motor-vehicle-theft,NJ0152600,NJ
1,1,0,2017,motor-vehicle-theft,NJ0152700,NJ
2,0,0,2017,motor-vehicle-theft,NJ0152800,NJ
3,3,0,2017,motor-vehicle-theft,NJ0152900,NJ
4,9,0,2017,motor-vehicle-theft,NJ0153000,NJ
5,0,0,2017,motor-vehicle-theft,NJ0153100,NJ
6,0,0,2017,motor-vehicle-theft,NJ0153200,NJ
7,8,5,2017,motor-vehicle-theft,NJ0153300,NJ
8,1,0,2017,motor-vehicle-theft,NJ015SP00,NJ
9,2,1,2017,motor-vehicle-theft,NJ0160100,NJ
10,109,1,2017,motor-vehicle-theft,NJ0160200,NJ
11,13,3,2017,motor-vehicle-theft,NJ0160300,NJ
12,8,0,2017,motor-vehicle-theft,NJ0160400,NJ
13,10,0,2017,motor-vehicle-theft,NJ0160500,NJ
14,0,0,2017,motor-vehicle-theft,NJ0160600,NJ
15,128,0,2017,motor-vehicle-theft,NJ0160700,NJ
16,631,1,2017,motor-vehicle-theft,NJ0160800,NJ
17,8,0,2017,motor-vehicle-theft,NJ0160900,NJ
18,14,5,2017,motor-vehicle-theft,NJ0161000,NJ
19,4,3,2017,motor-vehicle-theft,NJ0161100,NJ
0,24,3,2017,motor-vehicle-theft,NJ0142400,NJ
1,10,0,2017,motor-vehicle-theft,NJ0142500,NJ
2,2,0,2017,motor-vehicle-theft,NJ0142600,NJ
3,5,1,2017,motor-vehicle-theft,NJ0142700,NJ
4,5,0,2017,motor-vehicle-theft,NJ0142800,NJ
5,29,2,2017,motor-vehicle-theft,NJ0142900,NJ
6,2,0,2017,motor-vehicle-theft,NJ0143000,NJ
7,1,0,2017,motor-vehicle-theft,NJ0143100,NJ
8,12,1,2017,motor-vehicle-theft,NJ0143200,NJ
9,4,0,2017,motor-vehicle-theft,NJ0143300,NJ
10,4,3,2017,motor-vehicle-theft,NJ0143400,NJ
11,7,0,2017,motor-vehicle-theft,NJ0143500,NJ
12,5,1,2017,motor-vehicle-theft,NJ0143600,NJ
13,0,0,2017,motor-vehicle-theft,NJ0143800,NJ
14,3,0,2017,motor-vehicle-theft,NJ0143900,NJ
15,0,0,2017,motor-vehicle-theft,NJ0149100,NJ
16,3,1,2017,motor-vehicle-theft,NJ014SP00,NJ
17,0,0,2017,motor-vehicle-theft,NJ0150000,NJ
18,0,0,2017,motor-vehicle-theft,NJ0150100,NJ
19,0,0,2017,motor-vehicle-theft,NJ0150200,NJ
0,0,0,2017,motor-vehicle-theft,NJ0140200,NJ
1,3,1,2017,motor-vehicle-theft,NJ0140300,NJ
2,4,1,2017,motor-vehicle-theft,NJ0140400,NJ
3,4,0,2017,motor-vehicle-theft,NJ0140500,NJ
4,0,0,2017,motor-vehicle-theft,NJ0140600,NJ
5,4,0,2017,motor-vehicle-theft,NJ0140700,NJ
6,4,0,2017,motor-vehicle-theft,NJ0140800,NJ
7,20,4,2017,motor-vehicle-theft,NJ0140900,NJ
8,6,0,2017,motor-vehicle-theft,NJ0141000,NJ
9,6,0,2017,motor-vehicle-theft,NJ0141100,NJ
10,13,1,2017,motor-vehicle-theft,NJ0141200,NJ
11,1,0,2017,motor-vehicle-theft,NJ0141300,NJ
12,6,1,2017,motor-vehicle-theft,NJ0141400,NJ
13,3,0,2017,motor-vehicle-theft,NJ0141500,NJ
14,4,0,2017,motor-vehicle-theft,NJ0141600,NJ
15,5,1,2017,motor-vehicle-theft,NJ0141700,NJ
16,3,1,2017,motor-vehicle-theft,NJ0141800,NJ
17,0,0,2017,motor-vehicle-theft,NJ0141900,NJ
18,0,0,2017,motor-vehicle-theft,NJ0142000,NJ
19,13,2,2017,motor-vehicle-theft,NJ0142100,NJ
0,7,0,2017,motor-vehicle-theft,NJ013SP00,NJ
1,9,0,2017,motor-vehicle-theft,NJ0140100,NJ
2,0,0,2017,motor-vehicle-theft,NJ0140200,NJ
3,3,1,2017,motor-vehicle-theft,NJ0140300,NJ
4,4,1,2017,motor-vehicle-theft,NJ0140400,NJ
5,4,0,2017,motor-vehicle-theft,NJ0140500,NJ
6,0,0,2017,motor-vehicle-theft,NJ0140600,NJ
7,4,0,2017,motor-vehicle-theft,NJ0140700,NJ
8,4,0,2017,motor-vehicle-theft,NJ0140800,NJ
9,20,4,2017,motor-vehicle-theft,NJ0140900,NJ
10,6,0,2017,motor-vehicle-theft,NJ0141000,NJ
11,6,0,2017,motor-vehicle-theft,NJ0141100,NJ
12,13,1,2017,motor-vehicle-theft,NJ0141200,NJ
13,1,0,2017,motor-vehicle-theft,NJ0141300,NJ
14,6,1,2017,motor-vehicle-theft,NJ0141400,NJ
15,3,0,2017,motor-vehicle-theft,NJ0141500,NJ
16,4,0,2017,motor-vehicle-theft,NJ0141600,NJ
17,5,1,2017,motor-vehicle-theft,NJ0141700,NJ
18,3,1,2017,motor-vehicle-theft,NJ0141800,NJ
19,0,0,2017,motor-vehicle-theft,NJ0141900,NJ
0,0,0,2017,homicide,NJ0143400,NJ
1,1,1,2017,homicide,NJ0143500,NJ
2,0,0,2017,homicide,NJ0143600,NJ
3,0,0,2017,homicide,NJ0143800,NJ
4,0,0,2017,homicide,NJ0143900,NJ
5,0,0,2017,homicide,NJ0149100,NJ
6,0,0,2017,homicide,NJ014SP00,NJ
7,0,0,2017,homicide,NJ0150000,NJ
8,0,0,2017,homicide,NJ0150100,NJ
9,0,0,2017,homicide,NJ0150200,NJ
10,0,0,2017,homicide,NJ0150300,NJ
11,0,0,2017,homicide,NJ0150400,NJ
12,0,0,2017,homicide,NJ0150500,NJ
13,0,0,2017,homicide,NJ0150600,NJ
14,0,0,2017,homicide,NJ0150700,NJ
15,0,0,2017,homicide,NJ0150900,NJ
16,0,0,2017,homicide,NJ0151000,NJ
17,0,0,2017,homicide,NJ0151100,NJ
18,2,2,2017,homicide,NJ0151200,NJ
19,0,0,2017,homicide,NJ0151300,NJ
0,0,0,2017,homicide,NJ0153100,NJ
1,0,0,2017,homicide,NJ0153200,NJ
2,0,0,2017,homicide,NJ0153300,NJ
3,0,0,2017,homicide,NJ015SP00,NJ
4,0,0,2017,homicide,NJ0160100,NJ
5,0,0,2017,homicide,NJ0160200,NJ
6,0,0,2017,homicide,NJ0160300,NJ
7,0,0,2017,homicide,NJ0160400,NJ
8,0,0,2017,homicide,NJ0160500,NJ
9,0,0,2017,homicide,NJ0160600,NJ
10,1,1,2017,homicide,NJ0160700,NJ
11,21,18,2017,homicide,NJ0160800,NJ
12,0,0,2017,homicide,NJ0160900,NJ
13,0,0,2017,homicide,NJ0161000,NJ
14,1,1,2017,homicide,NJ0161100,NJ
15,0,0,2017,homicide,NJ0161200,NJ
16,0,0,2017,homicide,NJ0161300,NJ
17,1,1,2017,homicide,NJ0161400,NJ
18,0,0,2017,homicide,NJ0161500,NJ
19,0,0,2017,homicide,NJ0161600,NJ
0,0,0,2017,homicide,NJ0191200,NJ
1,0,0,2017,homicide,NJ0191500,NJ
2,0,0,2017,homicide,NJ0191600,NJ
3,0,0,2017,homicide,NJ0191800,NJ
4,0,0,2017,homicide,NJ0191900,NJ
5,0,0,2017,homicide,NJ0192200,NJ
6,0,0,2017,homicide,NJ019SP00,NJ
7,0,0,2017,homicide,NJ0200100,NJ
8,0,0,2017,homicide,NJ0200200,NJ
9,0,0,2017,homicide,NJ0200300,NJ
10,7,4,2017,homicide,NJ0200400,NJ
11,0,0,2017,homicide,NJ0200500,NJ
12,0,0,2017,homicide,NJ0200600,NJ
13,1,1,2017,homicide,NJ0200700,NJ
14,0,0,2017,homicide,NJ0200800,NJ
15,1,1,2017,homicide,NJ0200900,NJ
16,0,0,2017,homicide,NJ0201000,NJ
17,0,0,2017,homicide,NJ0201100,NJ
18,4,1,2017,homicide,NJ0201200,NJ
19,0,0,2017,homicide,NJ0201300,NJ
0,0,0,2017,homicide,NJ0020900,NJ
1,0,0,2017,homicide,NJ0021000,NJ
2,0,0,2017,homicide,NJ0021100,NJ
3,0,0,2017,homicide,NJ0021200,NJ
4,1,1,2017,homicide,NJ0021300,NJ
5,0,0,2017,homicide,NJ0021400,NJ
6,0,0,2017,homicide,NJ0021500,NJ
7,0,0,2017,homicide,NJ0021600,NJ
8,0,0,2017,homicide,NJ0021700,NJ
9,0,0,2017,homicide,NJ0021800,NJ
10,0,0,2017,homicide,NJ0021900,NJ
11,0,0,2017,homicide,NJ0022000,NJ
12,0,0,2017,homicide,NJ0022100,NJ
13,0,0,2017,homicide,NJ0022200,NJ
14,1,1,2017,homicide,NJ0022300,NJ
15,0,0,2017,homicide,NJ0022400,NJ
16,0,0,2017,homicide,NJ0022500,NJ
17,0,0,2017,homicide,NJ0022600,NJ
18,0,0,2017,homicide,NJ0022700,NJ
19,0,0,2017,homicide,NJ0022800,NJ
0,0,0,2017,homicide,NJ0040400,NJ
1,0,0,2017,homicide,NJ0040500,NJ
2,0,0,2017,homicide,NJ0040600,NJ
3,0,0,2017,homicide,NJ0040700,NJ
4,23,16,2017,homicide,NJ0040800,NJ
5,0,0,2017,homicide,NJ0040900,NJ
6,0,0,2017,homicide,NJ0041000,NJ
7,2,2,2017,homicide,NJ0041100,NJ
8,0,0,2017,homicide,NJ0041200,NJ
9,0,0,2017,homicide,NJ0041300,NJ
10,0,0,2017,homicide,NJ0041400,NJ
11,1,1,2017,homicide,NJ0041500,NJ
12,0,0,2017,homicide,NJ0041600,NJ
13,0,0,2017,homicide,NJ0041700,NJ
14,0,0,2017,homicide,NJ0041800,NJ
15,0,0,2017,homicide,NJ0041900,NJ
16,0,0,2017,homicide,NJ0042000,NJ
17,0,0,2017,homicide,NJ0042100,NJ
18,2,2,2017,homicide,NJ0042200,NJ
19,0,0,2017,homicide,NJ0042300,NJ
0,1,1,2017,homicide,NJ0091000,NJ
1,0,0,2017,homicide,NJ0091100,NJ
2,0,0,2017,homicide,NJ0091200,NJ
3,0,0,2017,homicide,NJ009149E,NJ
4,0,0,2017,homicide,NJ009SP00,NJ
5,0,0,2017,homicide,NJ0100400,NJ
6,0,0,2017,homicide,NJ0100500,NJ
7,0,0,2017,homicide,NJ0100600,NJ
8,0,0,2017,homicide,NJ0100700,NJ
9,0,0,2017,homicide,NJ0100900,NJ
10,0,0,2017,homicide,NJ0101000,NJ
11,0,0,2017,homicide,NJ0101100,NJ
12,0,0,2017,homicide,NJ0101400,NJ
13,0,0,2017,homicide,NJ0101500,NJ
14,0,0,2017,homicide,NJ0101700,NJ
15,0,0,2017,homicide,NJ0101900,NJ
16,0,0,2017,homicide,NJ0102100,NJ
17,0,0,2017,homicide,NJ0102200,NJ
18,0,0,2017,homicide,NJ0102400,NJ
19,0,0,2017,homicide,NJ0102600,NJ
0,0,0,2017,homicide,NJ0142200,NJ
1,1,0,2017,homicide,NJ0142300,NJ
2,0,0,2017,homicide,NJ0142400,NJ
3,0,0,2017,homicide,NJ0142500,NJ
4,0,0,2017,homicide,NJ0142600,NJ
5,0,0,2017,homicide,NJ0142700,NJ
6,0,0,2017,homicide,NJ0142800,NJ
7,0,0,2017,homicide,NJ0142900,NJ
8,0,0,2017,homicide,NJ0143000,NJ
9,0,0,2017,homicide,NJ0143100,NJ
10,0,0,2017,homicide,NJ0143200,NJ
11,0,0,2017,homicide,NJ0143300,NJ
12,0,0,2017,homicide,NJ0143400,NJ
13,1,1,2017,homicide,NJ0143500,NJ
14,0,0,2017,homicide,NJ0143600,NJ
15,0,0,2017,homicide,NJ0143800,NJ
16,0,0,2017,homicide,NJ0143900,NJ
17,0,0,2017,homicide,NJ0149100,NJ
18,0,0,2017,homicide,NJ014SP00,NJ
19,0,0,2017,homicide,NJ0150000,NJ
0,0,0,2017,homicide,NJ0010000,NJ
1,1,0,2017,homicide,NJ0010100,NJ
2,13,4,2017,homicide,NJ0010200,NJ
3,0,0,2017,homicide,NJ0010300,NJ
4,2,0,2017,homicide,NJ0010400,NJ
5,0,0,2017,homicide,NJ0010700,NJ
6,1,1,2017,homicide,NJ0010800,NJ
7,0,0,2017,homicide,NJ0011100,NJ
8,2,1,2017,homicide,NJ0011200,NJ
9,0,0,2017,homicide,NJ0011300,NJ
10,0,0,2017,homicide,NJ0011400,NJ
11,0,0,2017,homicide,NJ0011500,NJ
12,0,0,2017,homicide,NJ0011600,NJ
13,0,0,2017,homicide,NJ0011700,NJ
14,0,0,2017,homicide,NJ0011800,NJ
15,2,0,2017,homicide,NJ0011900,NJ
16,0,0,2017,homicide,NJ0012100,NJ
17,0,0,2017,homicide,NJ0012200,NJ
18,0,0,2017,homicide,NJ0012400,NJ
19,0,0,2017,homicide,NJ001SP00,NJ
0,0,0,2017,homicide,NJ0051500,NJ
1,0,0,2017,homicide,NJ005SP00,NJ
2,0,0,2017,homicide,NJ0060000,NJ
3,5,1,2017,homicide,NJ0060100,NJ
4,3,2,2017,homicide,NJ0061000,NJ
5,2,1,2017,homicide,NJ0061400,NJ
6,1,0,2017,homicide,NJ006SP00,NJ
7,0,0,2017,homicide,NJ0070000,NJ
8,0,0,2017,homicide,NJ0070100,NJ
9,0,0,2017,homicide,NJ0070200,NJ
10,1,1,2017,homicide,NJ0070300,NJ
11,0,0,2017,homicide,NJ0070400,NJ
12,0,0,2017,homicide,NJ0070500,NJ
13,9,5,2017,homicide,NJ0070600,NJ
14,0,0,2017,homicide,NJ0070700,NJ
15,0,0,2017,homicide,NJ0070800,NJ
16,9,2,2017,homicide,NJ0070900,NJ
17,0,0,2017,homicide,NJ0071000,NJ
18,4,4,2017,homicide,NJ0071100,NJ
19,0,0,2017,homicide,NJ0071200,NJ
0,0,0,2017,homicide,NJ0141000,NJ
1,0,0,2017,homicide,NJ0141100,NJ
2,0,0,2017,homicide,NJ0141200,NJ
3,0,0,2017,homicide,NJ0141300,NJ
4,0,0,2017,homicide,NJ0141400,NJ
5,0,0,2017,homicide,NJ0141500,NJ
6,0,0,2017,homicide,NJ0141600,NJ
7,0,0,2017,homicide,NJ0141700,NJ
8,0,0,2017,homicide,NJ0141800,NJ
9,0,0,2017,homicide,NJ0141900,NJ
10,0,0,2017,homicide,NJ0142000,NJ
11,0,0,2017,homicide,NJ0142100,NJ
12,0,0,2017,homicide,NJ0142200,NJ
13,1,0,2017,homicide,NJ0142300,NJ
14,0,0,2017,homicide,NJ0142400,NJ
15,0,0,2017,homicide,NJ0142500,NJ
16,0,0,2017,homicide,NJ0142600,NJ
17,0,0,2017,homicide,NJ0142700,NJ
